     Orden	Palabra	Frec.absoluta 	 Frec.normalizada 
6362	imperial	    2,085	1366
6363	correctamente 	    2,084	1366
6364	ferrocarril	    2,084	1366
6365	percibe	    2,084	1366
6366	preguntado 	    2,084	1366
6367	amnistía	    2,083	1365
6368	iluminación	    2,083	1365
6369	sofá	    2,083	1365
6370	surgido	    2,083	1365
6371	catalunya	    2,082	1364
6372	curiosamente 	    2,082	1364
6373	peticiones	    2,082	1364
6374	reducida	    2,082	1364
6375	sexualidad	    2,082	1364
6376	anguita	    2,081	1364
6377	balanza 	    2,081	1364
6378	emprender 	    2,081	1364
6379	grandeza 	    2,081	1364
6380	monetario 	    2,081	1364
6381	corrección	    2,080	1363
6382	elemental	    2,080	1363
6383	expone 	    2,080	1363
6384	constitucionales	    2,079	1362
6385	herramienta	    2,079	1362
6386	respirar	    2,079	1362
6387	auge 	    2,078	1362
6388	diarias	    2,078	1362
6389	invitó	    2,078	1362
6390	reunirse	    2,078	1362
6391	cuidados 	    2,077	1361
6392	dramática 	    2,077	1361
6393	parado 	    2,077	1361
6394	recuerdan 	    2,077	1361
6395	rené	    2,077	1361
6396	participado	    2,076	1360
6397	tregua	    2,076	1360
6398	horizontal	    2,075	1360
6399	che 	    2,074	1359
6400	divina	    2,074	1359
6401	márquez 	    2,074	1359
6402	sociología	    2,074	1359
6403	trozo	    2,074	1359
6404	montevideo 	    2,073	1358
6405	relevante	    2,073	1358
6406	trayecto	    2,073	1358
6407	consideramos  	    2,072	1358
6408	proporciones	    2,071	1357
6409	seriedad	    2,071	1357
6410	vivían	    2,071	1357
6411	deseado 	    2,070	1356
6412	paisajes	    2,070	1356
6413	productiva	    2,070	1356
6414	aquélla	    2,069	1356
6415	griegos	    2,069	1356
6416	adelantó	    2,068	1355
6417	colocó	    2,068	1355
6418	ubicada 	    2,067	1354
6419	comprometido  	    2,066	1354
6420	per	    2,066	1354
6421	dependen 	    2,065	1353
6422	escuchado  	    2,065	1353
6423	temores 	    2,065	1353
6424	camilo	    2,064	1352
6425	divorcio	    2,064	1352
6426	jugada	    2,064	1352
6427	managua  	    2,064	1352
6428	porción	    2,063	1352
6429	financiar	    2,062	1351
6430	poderosos 	    2,062	1351
6431	pino	    2,061	1350
6432	parques 	    2,060	1350
6433	carteles	    2,059	1349
6434	irlanda	    2,059	1349
6435	acompañar  	    2,058	1348
6436	indudable	    2,058	1348
6437	sumario 	    2,058	1348
6438	consejeros 	    2,057	1348
6439	coral	    2,056	1347
6440	pascual 	    2,056	1347
6441	pido	    2,056	1347
6442	procedencia 	    2,055	1347
6443	casarse 	    2,054	1346
6444	complicidad 	    2,054	1346
6445	ejecutar	    2,054	1346
6446	vizcaya	    2,054	1346
6447	arenas 	    2,053	1345
6448	claudia	    2,053	1345
6449	equivale	    2,053	1345
6450	sana 	    2,053	1345
6451	divino	    2,052	1345
6452	pacífica	    2,052	1345
6453	matices 	    2,051	1344
6454	inconveniente	    2,050	1343
6455	lamentable 	    2,050	1343
6456	talla	    2,050	1343
6457	tapa	    2,050	1343
6458	emitir	    2,049	1343
6459	hablaban 	    2,049	1343
6460	llorando	    2,049	1343
6461	cuidadosamente  	    2,048	1342
6462	cortos	    2,047	1341
6463	dependiente 	    2,047	1341
6464	trujillo	    2,047	1341
6465	dedicación	    2,046	1341
6466	retirado	    2,046	1341
6467	viste	    2,046	1341
6468	atacar	    2,045	1340
6469	bonos 	    2,045	1340
6470	cuidar	    2,045	1340
6471	desprende 	    2,045	1340
6472	venden 	    2,045	1340
6473	comisaría	    2,044	1339
6474	condenados  	    2,044	1339
6475	editor	    2,044	1339
6476	recogida	    2,043	1339
6477	segovia	    2,043	1339
6478	cinematográfica	    2,042	1338
6479	encargo 	    2,042	1338
6480	implicados	    2,042	1338
6481	durán	    2,041	1337
6482	entendía	    2,041	1337
6483	humilde 	    2,041	1337
6484	alcaldes	    2,040	1337
6485	clemente 	    2,040	1337
6486	comunismo  	    2,040	1337
6487	cuotas 	    2,040	1337
6488	deportivas	    2,040	1337
6489	ordenación 	    2,040	1337
6490	pagan 	    2,040	1337
6491	aumentando  	    2,039	1336
6492	ocio	    2,038	1335
6493	caía	    2,037	1335
6494	metodología 	    2,037	1335
6495	aplicado	    2,036	1334
6496	sillas	    2,036	1334
6497	abrigo	    2,035	1333
6498	coherencia 	    2,035	1333
6499	encargada 	    2,035	1333
6500	lobo	    2,035	1333
6501	retratos	    2,035	1333
6502	borges 	    2,033	1332
6503	hondo 	    2,033	1332
6504	característico	    2,032	1331
6505	desconocida 	    2,031	1331
6506	judío	    2,031	1331
6507	limpiar	    2,031	1331
6508	localización	    2,031	1331
6509	servía	    2,031	1331
6510	vivas	    2,031	1331
6511	freud	    2,030	1330
6512	parientes	    2,030	1330
6513	latinoamericano	    2,029	1329
6514	católico	    2,028	1329
6515	clínicas	    2,028	1329
6516	litoral	    2,028	1329
6517	sentimental	    2,028	1329
6518	desconocidos 	    2,027	1328
6519	pabellón	    2,027	1328
6520	presidenciales	    2,027	1328
6521	abiertamente 	    2,026	1328
6522	estudiando 	    2,026	1328
6523	integridad	    2,026	1328
6524	monasterio 	    2,026	1328
6525	posturas	    2,026	1328
6526	provenientes	    2,026	1328
6527	abren	    2,024	1326
6528	educativos	    2,024	1326
6529	pidieron	    2,024	1326
6530	sopa 	    2,024	1326
6531	colocación	    2,023	1326
6532	mentalidad 	    2,023	1326
6533	nube 	    2,023	1326
6534	afirmaciones	    2,022	1325
6535	campesino  	    2,020	1324
6536	compró 	    2,020	1324
6537	fmi	    2,020	1324
6538	sant	    2,020	1324
6539	idiomas 	    2,019	1323
6540	intentan	    2,018	1322
6541	rebelde	    2,018	1322
6542	rivas	    2,018	1322
6543	ariel	    2,017	1322
6544	dadas 	    2,017	1322
6545	gallo	    2,016	1321
6546	mina 	    2,016	1321
6547	organiza	    2,016	1321
6548	quieran	    2,016	1321
6549	comprendido 	    2,015	1320
6550	pasiones 	    2,015	1320
6551	preferido	    2,015	1320
6552	observadores 	    2,014	1320
6553	sobra	    2,013	1319
6554	lema 	    2,012	1318
6555	planteó	    2,012	1318
6556	popularidad	    2,012	1318
6557	vínculos	    2,012	1318
6558	absorción	    2,011	1318
6559	cargado 	    2,011	1318
6560	inclusión	    2,011	1318
6561	irregular	    2,011	1318
6562	sensibles	    2,011	1318
6563	post	    2,010	1317
6564	frustración	    2,009	1316
6565	modesto 	    2,009	1316
6566	gritar	    2,008	1316
6567	turística	    2,008	1316
6568	caen 	    2,007	1315
6569	coge 	    2,007	1315
6570	comenzará  	    2,007	1315
6571	cucharadita	    2,007	1315
6572	mundos  	    2,006	1314
6573	salta	    2,006	1314
6574	variantes	    2,006	1314
6575	plenitud	    2,005	1314
6576	refiero	    2,005	1314
6577	secciones 	    2,005	1314
6578	sólido	    2,004	1313
6579	alusión	    2,003	1312
6580	dedicados 	    2,003	1312
6581	considero	    2,002	1312
6582	liberalismo	    2,002	1312
6583	luchas	    2,002	1312
6584	responden 	    2,002	1312
6585	aviación	    2,001	1311
6586	timbre	    2,001	1311
6587	darles	    2,000	1310
6588	exhibición	    2,000	1310
6589	insistencia	    2,000	1310
6590	llenas	    2,000	1310
6591	inspector	    1,999	1310
6592	aquéllos	    1,998	1309
6593	empezando  	    1,998	1309
6594	fauna	    1,998	1309
6595	corteza	    1,996	1308
6596	dotado 	    1,996	1308
6597	identificado	    1,996	1308
6598	medicamento  	    1,995	1307
6599	crónicas	    1,994	1307
6600	desempeño  	    1,994	1307
6601	duele	    1,994	1307
6602	íntima	    1,993	1306
6603	experimento 	    1,992	1305
6604	gobernante 	    1,992	1305
6605	grita	    1,992	1305
6606	joyas	    1,992	1305
6607	mercancías 	    1,991	1305
6608	ce	    1,989	1303
6609	ocupaba 	    1,989	1303
6610	salí	    1,989	1303
6611	barça	    1,988	1303
6612	dados 	    1,988	1303
6613	museos  	    1,988	1303
6614	sucesor 	    1,988	1303
6615	lanzado 	    1,987	1302
6616	psc 	    1,987	1302
6617	amplios 	    1,986	1301
6618	suponen 	    1,986	1301
6619	entrando	    1,985	1301
6620	ilustración	    1,985	1301
6621	metáfora	    1,985	1301
6622	violentos	    1,985	1301
6623	cabellos	    1,984	1300
6624	dominar 	    1,984	1300
6625	merecen 	    1,984	1300
6626	mortales	    1,984	1300
6627	quedamos  	    1,984	1300
6628	rechazar	    1,984	1300
6629	cabrera	    1,983	1299
6630	conjuntamente 	    1,983	1299
6631	fomentar	    1,982	1299
6632	prudencia	    1,982	1299
6633	resistir	    1,982	1299
6634	suyas 	    1,982	1299
6635	futuras	    1,981	1298
6636	procurador	    1,981	1298
6637	secundario 	    1,981	1298
6638	dirigidos	    1,980	1297
6639	integrar	    1,980	1297
6640	saludo	    1,980	1297
6641	aprovechamiento 	    1,979	1297
6642	horrible	    1,979	1297
6643	fibras	    1,978	1296
6644	leyó	    1,978	1296
6645	distingue	    1,977	1295
6646	exactitud	    1,977	1295
6647	quijote	    1,977	1295
6648	sumo 	    1,977	1295
6649	catálogo	    1,976	1295
6650	sonora 	    1,976	1295
6651	tardó	    1,975	1294
6652	cogió	    1,974	1293
6653	modernas  	    1,974	1293
6654	sucia	    1,974	1293
6655	trinidad	    1,974	1293
6656	altar	    1,973	1293
6657	consistía	    1,973	1293
6658	patatas	    1,973	1293
6659	venus 	    1,973	1293
6660	progresivamente 	    1,972	1292
6661	teórica	    1,972	1292
6662	adicionales	    1,971	1291
6663	continuaba 	    1,971	1291
6664	precisar	    1,971	1291
6665	cese 	    1,970	1291
6666	convergencia 	    1,970	1291
6667	exclusivo	    1,970	1291
6668	henry	    1,970	1291
6669	ingenio	    1,970	1291
6670	dieciséis	    1,969	1290
6671	molesta 	    1,969	1290
6672	gen 	    1,968	1289
6673	flora	    1,967	1289
6674	ponce 	    1,967	1289
6675	salían	    1,967	1289
6676	bonita	    1,966	1288
6677	chaqueta 	    1,966	1288
6678	impotencia 	    1,966	1288
6679	inconvenientes	    1,966	1288
6680	prisioneros	    1,966	1288
6681	campeones  	    1,965	1288
6682	diré	    1,965	1288
6683	pizarro	    1,965	1288
6684	semilla	    1,965	1288
6685	conforman 	    1,964	1287
6686	excusa 	    1,964	1287
6687	iván	    1,964	1287
6688	suministro	    1,964	1287
6689	urnas	    1,964	1287
6690	injusticia	    1,963	1286
6691	reflejan	    1,963	1286
6692	psicológica	    1,962	1286
6693	maniobras 	    1,961	1285
6694	músculo 	    1,961	1285
6695	iniciaron	    1,960	1284
6696	señoras 	    1,960	1284
6697	jacinto	    1,959	1284
6698	mágico 	    1,959	1284
6699	marín	    1,959	1284
6700	oración	    1,959	1284
6701	roque	    1,959	1284
6702	significaba	    1,959	1284
6703	trazado	    1,959	1284
6704	flexibilidad	    1,958	1283
6705	hongos 	    1,958	1283
6706	jefatura	    1,958	1283
6707	receptores	    1,958	1283
6708	vinagre	    1,958	1283
6709	dejaban 	    1,957	1282
6710	rutas	    1,957	1282
6711	asesinos 	    1,956	1282
6712	convocado 	    1,956	1282
6713	moderado  	    1,956	1282
6714	republicanos	    1,956	1282
6715	existido	    1,955	1281
6716	gota	    1,955	1281
6717	parecida	    1,955	1281
6718	pretensión	    1,955	1281
6719	estrés	    1,954	1280
6720	galerías	    1,954	1280
6721	producciones 	    1,954	1280
6722	pedirle	    1,953	1280
6723	trasladado	    1,953	1280
6724	xii	    1,953	1280
6725	buscado 	    1,952	1279
6726	romana 	    1,952	1279
6727	exponer 	    1,951	1278
6728	martin	    1,951	1278
6729	masculina 	    1,951	1278
6730	times	    1,951	1278
6731	únicas	    1,951	1278
6732	virtual	    1,951	1278
6733	conductores 	    1,950	1278
6734	culo	    1,950	1278
6735	dependencias 	    1,950	1278
6736	macho  	    1,950	1278
6737	democráticos 	    1,949	1277
6738	lana	    1,949	1277
6739	llevamos	    1,949	1277
6740	rasgo	    1,949	1277
6741	comportamientos  	    1,948	1276
6742	anterioridad	    1,947	1276
6743	hallar	    1,947	1276
6744	chiapas 	    1,946	1275
6745	abrazo 	    1,945	1274
6746	aplicada	    1,945	1274
6747	tuyo	    1,945	1274
6748	deficiencias	    1,944	1274
6749	frank	    1,944	1274
6750	hierba	    1,944	1274
6751	insistir	    1,944	1274
6752	martí	    1,944	1274
6753	demasiada  	    1,943	1273
6754	funcionan	    1,943	1273
6755	ordenado 	    1,943	1273
6756	paralelamente 	    1,941	1272
6757	alicante	    1,940	1271
6758	explican	    1,940	1271
6759	lazos	    1,940	1271
6760	traición	    1,940	1271
6761	conversión	    1,939	1270
6762	muchachas  	    1,939	1270
6763	williams	    1,939	1270
6764	confirmado 	    1,938	1270
6765	divertido	    1,938	1270
6766	saldo	    1,938	1270
6767	olímpicos	    1,937	1269
6768	boletín	    1,936	1269
6769	concertación	    1,936	1269
6770	economías  	    1,936	1269
6771	proximidad 	    1,936	1269
6772	colonias	    1,935	1268
6773	destinadas 	    1,935	1268
6774	establecida	    1,935	1268
6775	movilidad	    1,935	1268
6776	trámites	    1,935	1268
6777	celeste	    1,934	1267
6778	democráticas 	    1,934	1267
6779	escribiendo	    1,934	1267
6780	garantiza	    1,933	1267
6781	portugués 	    1,933	1267
6782	tratara	    1,933	1267
6783	deportivos	    1,932	1266
6784	acabo 	    1,931	1265
6785	octavio	    1,931	1265
6786	señalaron	    1,931	1265
6787	significativas	    1,931	1265
6788	valenciana	    1,931	1265
6789	vengo 	    1,931	1265
6790	dictamen 	    1,930	1265
6791	eléctricas	    1,930	1265
6792	comentar 	    1,929	1264
6793	foco	    1,929	1264
6794	juro	    1,928	1263
6795	prometió	    1,928	1263
6796	aroma 	    1,927	1263
6797	barroco	    1,926	1262
6798	cotidiano	    1,925	1261
6799	niebla	    1,925	1261
6800	disponen 	    1,924	1261
6801	entierro	    1,924	1261
6802	granos 	    1,924	1261
6803	plomo 	    1,924	1261
6804	reclama 	    1,924	1261
6805	arafat	    1,923	1260
6806	cesar	    1,923	1260
6807	electores	    1,923	1260
6808	enseña 	    1,923	1260
6809	innovación	    1,923	1260
6810	llegara	    1,923	1260
6811	severo	    1,923	1260
6812	vitales	    1,923	1260
6813	cemento 	    1,921	1259
6814	encanto 	    1,921	1259
6815	allende	    1,920	1258
6816	cercanas 	    1,920	1258
6817	consistente	    1,920	1258
6818	revelación	    1,920	1258
6819	ayudante 	    1,919	1257
6820	mostrando 	    1,919	1257
6821	sospechas  	    1,919	1257
6822	sostenido	    1,919	1257
6823	cólera	    1,918	1257
6824	preparando 	    1,918	1257
6825	exámenes  	    1,917	1256
6826	operar	    1,917	1256
6827	renacimiento	    1,917	1256
6828	tonto	    1,917	1256
6829	botas	    1,915	1255
6830	musulmanes  	    1,915	1255
6831	pierre	    1,914	1254
6832	encargados 	    1,913	1253
6833	globo	    1,913	1253
6834	debida	    1,912	1253
6835	falsas	    1,912	1253
6836	urbanización	    1,912	1253
6837	generado 	    1,911	1252
6838	mármol 	    1,911	1252
6839	tomarse 	    1,911	1252
6840	xv	    1,911	1252
6841	engaño 	    1,910	1251
6842	esplendor	    1,910	1251
6843	formó	    1,910	1251
6844	separados 	    1,909	1251
6845	transformar	    1,909	1251
6846	nacidos 	    1,907	1250
6847	nutrición	    1,907	1250
6848	genético	    1,906	1249
6849	silvia	    1,906	1249
6850	acogida 	    1,905	1248
6851	colorado	    1,905	1248
6852	designado 	    1,905	1248
6853	mueven 	    1,905	1248
6854	comunitario	    1,904	1248
6855	conceptual 	    1,904	1248
6856	causar 	    1,903	1247
6857	negativas	    1,903	1247
6858	partiendo	    1,903	1247
6859	precedente 	    1,903	1247
6860	previstas	    1,903	1247
6861	borracho	    1,901	1246
6862	potencias	    1,901	1246
6863	sutil	    1,901	1246
6864	tony	    1,901	1246
6865	viera	    1,901	1246
6866	académica  	    1,900	1245
6867	decoración 	    1,900	1245
6868	cia	    1,899	1244
6869	cómodo  	    1,899	1244
6870	metales 	    1,899	1244
6871	previstos	    1,899	1244
6872	despliegue	    1,898	1244
6873	optimista	    1,898	1244
6874	veras	    1,898	1244
6875	disponía	    1,896	1242
6876	doméstico 	    1,896	1242
6877	escasas 	    1,896	1242
6878	fatiga	    1,896	1242
6879	limitó	    1,896	1242
6880	hacerme 	    1,895	1242
6881	monopolio 	    1,895	1242
6882	raquel	    1,895	1242
6883	amar 	    1,894	1241
6884	antón	    1,894	1241
6885	elegancia	    1,894	1241
6886	relevancia	    1,894	1241
6887	adoptado 	    1,892	1240
6888	instalar	    1,892	1240
6889	mama  	    1,892	1240
6890	moisés 	    1,891	1239
6891	potente	    1,891	1239
6892	sonar	    1,891	1239
6893	pintar	    1,890	1238
6894	sentados 	    1,890	1238
6895	calificación	    1,889	1238
6896	estatua	    1,889	1238
6897	marxista	    1,889	1238
6898	prefieren	    1,889	1238
6899	códigos 	    1,888	1237
6900	puentes 	    1,888	1237
6901	barreras	    1,887	1236
6902	legitimidad	    1,887	1236
6903	monstruo 	    1,887	1236
6904	presta	    1,887	1236
6905	volante	    1,887	1236
6906	establecidas	    1,886	1236
6907	recipiente	    1,886	1236
6908	unanimidad 	    1,886	1236
6909	cuadra 	    1,885	1235
6910	amplitud	    1,884	1234
6911	continental	    1,884	1234
6912	fortalecer	    1,884	1234
6913	inversores	    1,884	1234
6914	organizadores 	    1,883	1234
6915	sanitarios	    1,883	1234
6916	solicitudes	    1,883	1234
6917	abel	    1,882	1233
6918	quedaría	    1,882	1233
6919	económicamente   	    1,881	1232
6920	falsos	    1,881	1232
6921	recuperado 	    1,881	1232
6922	cayeron 	    1,880	1232
6923	factura	    1,880	1232
6924	trono	    1,880	1232
6925	cárceles	    1,879	1231
6926	digas	    1,879	1231
6927	tortura	    1,879	1231
6928	requerimientos	    1,878	1231
6929	ordenar	    1,877	1230
6930	podamos  	    1,877	1230
6931	romanos 	    1,877	1230
6932	académicos  	    1,876	1229
6933	comprendo  	    1,875	1229
6934	peruana 	    1,875	1229
6935	reconocen 	    1,875	1229
6936	superficies	    1,875	1229
6937	automáticamente  	    1,874	1228
6938	delicada	    1,874	1228
6939	extensa 	    1,874	1228
6940	pechos 	    1,874	1228
6941	significativos	    1,874	1228
6942	whisky 	    1,874	1228
6943	brutal	    1,873	1227
6944	intervienen	    1,873	1227
6945	mercosur 	    1,873	1227
6946	verás	    1,873	1227
6947	confesó 	    1,872	1227
6948	almas 	    1,871	1226
6949	hernán 	    1,871	1226
6950	mide 	    1,871	1226
6951	mineral	    1,871	1226
6952	ritmos	    1,871	1226
6953	superioridad	    1,871	1226
6954	rastro	    1,870	1225
6955	visitó	    1,870	1225
6956	golf	    1,869	1225
6957	grabación	    1,868	1224
6958	superó 	    1,868	1224
6959	tribuna	    1,868	1224
6960	arquitectos	    1,867	1223
6961	atardecer	    1,867	1223
6962	caudillo	    1,867	1223
6963	quiebra	    1,867	1223
6964	escoger 	    1,866	1223
6965	trajes	    1,866	1223
6966	agudo 	    1,865	1222
6967	decidí	    1,865	1222
6968	máscara 	    1,865	1222
6969	continuará	    1,864	1221
6970	máximos  	    1,864	1221
6971	impulsos 	    1,863	1221
6972	pronunció	    1,863	1221
6973	curiosa	    1,862	1220
6974	abuelos 	    1,861	1219
6975	bancaria	    1,860	1219
6976	cometer 	    1,860	1219
6977	denunciar	    1,860	1219
6978	des 	    1,860	1219
6979	israelíes	    1,860	1219
6980	pertenecía	    1,860	1219
6981	telefónicas	    1,860	1219
6982	comprendió 	    1,859	1218
6983	deberes 	    1,859	1218
6984	determinante 	    1,859	1218
6985	dueña 	    1,859	1218
6986	recaudación 	    1,859	1218
6987	sostienen	    1,859	1218
6988	teme 	    1,859	1218
6989	alexander	    1,858	1217
6990	cruce	    1,858	1217
6991	espejos 	    1,858	1217
6992	gustos 	    1,858	1217
6993	impidió	    1,858	1217
6994	mete 	    1,858	1217
6995	movía 	    1,858	1217
6996	eficaces	    1,857	1217
6997	ida	    1,857	1217
6998	catástrofe	    1,856	1216
6999	manifestaron	    1,856	1216
